Mason hopes that the dog admired a girl and sketches Emma .	What is the ccomp of hopes ?	that the dog admired a girl	cogs_qa	( ( ( Mason ) ) ( ( ( hopes ) ( ( that ) ( ( ( the ) ( dog ) ) ( ( admired ) ( ( a ) ( girl ) ) ) ) ) ) ( and ) ( ( sketches ) ( ( Emma ) ) ) ) )
The boy hopes that a cat burned the muffin and likes Claire .	What is the ccomp of hopes ?	that a cat burned the muffin	cogs_qa	( ( ( The ) ( boy ) ) ( ( ( hopes ) ( ( that ) ( ( ( a ) ( cat ) ) ( ( burned ) ( ( the ) ( muffin ) ) ) ) ) ) ( and ) ( ( likes ) ( ( Claire ) ) ) ) )
Emma likes that a boy saw a box in a package and eats .	What is the ccomp of likes ?	that a boy saw a box in a package	cogs_qa	( ( ( Emma ) ) ( ( ( likes ) ( ( that ) ( ( ( a ) ( boy ) ) ( ( saw ) ( ( a ) ( box ) ( ( in ) ( ( a ) ( package ) ) ) ) ) ) ) ) ( and ) ( ( eats ) ) ) )
A servant proves that Emma talked and eats a cake beside a stage .	What is the ccomp of proves ?	that Emma talked	cogs_qa	( ( ( A ) ( servant ) ) ( ( ( proves ) ( ( that ) ( ( ( Emma ) ) ( ( talked ) ) ) ) ) ( and ) ( ( eats ) ( ( a ) ( cake ) ( ( beside ) ( ( a ) ( stage ) ) ) ) ) ) )
Emma hopes that William drew a farmer in the cabinet and sleeps .	What is the ccomp of hopes ?	that William drew a farmer in the cabinet	cogs_qa	( ( ( Emma ) ) ( ( ( hopes ) ( ( that ) ( ( ( William ) ) ( ( drew ) ( ( a ) ( farmer ) ( ( in ) ( ( the ) ( cabinet ) ) ) ) ) ) ) ) ( and ) ( ( sleeps ) ) ) )
Stella believes that a tiger snoozed and knows .	What is the ccomp of believes ?	that a tiger snoozed	cogs_qa	( ( ( Stella ) ) ( ( ( believes ) ( ( that ) ( ( ( a ) ( tiger ) ) ( ( snoozed ) ) ) ) ) ( and ) ( ( knows ) ) ) )
The cat likes that the boy studied a donut beside the book and collapses a raisin .	What is the ccomp of likes ?	that the boy studied a donut beside the book	cogs_qa	( ( ( The ) ( cat ) ) ( ( ( likes ) ( ( that ) ( ( ( the ) ( boy ) ) ( ( studied ) ( ( a ) ( donut ) ( ( beside ) ( ( the ) ( book ) ) ) ) ) ) ) ) ( and ) ( ( collapses ) ( ( a ) ( raisin ) ) ) ) )
Liam likes that Abigail appreciated a girl in the haystack and changes a cake in the tin .	What is the ccomp of likes ?	that Abigail appreciated a girl in the haystack	cogs_qa	( ( ( Liam ) ) ( ( ( likes ) ( ( that ) ( ( ( Abigail ) ) ( ( appreciated ) ( ( a ) ( girl ) ( ( in ) ( ( the ) ( haystack ) ) ) ) ) ) ) ) ( and ) ( ( changes ) ( ( a ) ( cake ) ( ( in ) ( ( the ) ( tin ) ) ) ) ) ) )
Emma says that the director called and likes William .	What is the ccomp of says ?	that the director called	cogs_qa	( ( ( Emma ) ) ( ( ( says ) ( ( that ) ( ( ( the ) ( director ) ) ( ( called ) ) ) ) ) ( and ) ( ( likes ) ( ( William ) ) ) ) )
A girl likes that the fly dusted and laughs .	What is the ccomp of likes ?	that the fly dusted	cogs_qa	( ( ( A ) ( girl ) ) ( ( ( likes ) ( ( that ) ( ( ( the ) ( fly ) ) ( ( dusted ) ) ) ) ) ( and ) ( ( laughs ) ) ) )
