Camila confesses that Benjamin liked a cake and slid Emma .	What is the ccomp of confesses ?	that Benjamin liked a cake and slid Emma	cogs_qa	( ( ( Camila ) ) ( ( confesses ) ( ( that ) ( ( ( Benjamin ) ) ( ( ( liked ) ( ( a ) ( cake ) ) ) ( and ) ( ( slid ) ( ( Emma ) ) ) ) ) ) ) )
The poet likes that a teacher slept and smiled .	What is the ccomp of likes ?	that a teacher slept and smiled	cogs_qa	( ( ( The ) ( poet ) ) ( ( likes ) ( ( that ) ( ( ( a ) ( teacher ) ) ( ( ( slept ) ) ( and ) ( ( smiled ) ) ) ) ) ) )
The girl supported that Olivia sleeps and cooked the donut .	What is the ccomp of supported ?	that Olivia sleeps	cogs_qa	( ( ( The ) ( girl ) ) ( ( ( supported ) ( ( that ) ( ( ( Olivia ) ) ( ( sleeps ) ) ) ) ) ( and ) ( ( cooked ) ( ( the ) ( donut ) ) ) ) )
Noah said that a baby calls and ate .	What is the ccomp of said ?	that a baby calls	cogs_qa	( ( ( Noah ) ) ( ( ( said ) ( ( that ) ( ( ( a ) ( baby ) ) ( ( calls ) ) ) ) ) ( and ) ( ( ate ) ) ) )
The girl proved that a pupil rolls a seed and dusted Mia .	What is the ccomp of proved ?	that a pupil rolls a seed	cogs_qa	( ( ( The ) ( girl ) ) ( ( ( proved ) ( ( that ) ( ( ( a ) ( pupil ) ) ( ( rolls ) ( ( a ) ( seed ) ) ) ) ) ) ( and ) ( ( dusted ) ( ( Mia ) ) ) ) )
A girl hopes that Liam packed and examines .	What is the ccomp of hopes ?	that Liam packed	cogs_qa	( ( ( A ) ( girl ) ) ( ( ( hopes ) ( ( that ) ( ( ( Liam ) ) ( ( packed ) ) ) ) ) ( and ) ( ( examines ) ) ) )
A frog declares that a bird ate the rose and sleeps .	What is the ccomp of declares ?	that a bird ate the rose	cogs_qa	( ( ( A ) ( frog ) ) ( ( ( declares ) ( ( that ) ( ( ( a ) ( bird ) ) ( ( ate ) ( ( the ) ( rose ) ) ) ) ) ) ( and ) ( ( sleeps ) ) ) )
The girl likes that the dog rolled the child beside a speaker beside a table and talked .	What is the ccomp of likes ?	that the dog rolled the child beside a speaker beside a table and talked	cogs_qa	( ( ( The ) ( girl ) ) ( ( likes ) ( ( that ) ( ( ( the ) ( dog ) ) ( ( ( rolled ) ( ( the ) ( child ) ( ( beside ) ( ( a ) ( speaker ) ( ( beside ) ( ( a ) ( table ) ) ) ) ) ) ) ( and ) ( ( talked ) ) ) ) ) ) )
Jacob declares that Oliver ate Liam and improves the cake .	What is the ccomp of declares ?	that Oliver ate Liam	cogs_qa	( ( ( Jacob ) ) ( ( ( declares ) ( ( that ) ( ( ( Oliver ) ) ( ( ate ) ( ( Liam ) ) ) ) ) ) ( and ) ( ( improves ) ( ( the ) ( cake ) ) ) ) )
The girl says that Charlotte changed a butterfly beside the murderer and cleans .	What is the ccomp of says ?	that Charlotte changed a butterfly beside the murderer	cogs_qa	( ( ( The ) ( girl ) ) ( ( ( says ) ( ( that ) ( ( ( Charlotte ) ) ( ( changed ) ( ( a ) ( butterfly ) ( ( beside ) ( ( the ) ( murderer ) ) ) ) ) ) ) ) ( and ) ( ( cleans ) ) ) )
Emma believes that a girl nursed and ate .	What is the ccomp of believes ?	that a girl nursed and ate	cogs_qa	( ( ( Emma ) ) ( ( believes ) ( ( that ) ( ( ( a ) ( girl ) ) ( ( ( nursed ) ) ( and ) ( ( ate ) ) ) ) ) ) )
Emma imagines that the girl hunted and tosses a cake in a bag .	What is the ccomp of imagines ?	that the girl hunted	cogs_qa	( ( ( Emma ) ) ( ( ( imagines ) ( ( that ) ( ( ( the ) ( girl ) ) ( ( hunted ) ) ) ) ) ( and ) ( ( tosses ) ( ( a ) ( cake ) ( ( in ) ( ( a ) ( bag ) ) ) ) ) ) )
A bunny admires that Emma floated a girl and broke the cake beside a bed .	What is the ccomp of admires ?	that Emma floated a girl and broke the cake beside a bed	cogs_qa	( ( ( A ) ( bunny ) ) ( ( admires ) ( ( that ) ( ( ( Emma ) ) ( ( ( floated ) ( ( a ) ( girl ) ) ) ( and ) ( ( broke ) ( ( the ) ( cake ) ( ( beside ) ( ( a ) ( bed ) ) ) ) ) ) ) ) ) )
Hannah thinks that Noah heard a cat and freezes the box .	What is the ccomp of thinks ?	that Noah heard a cat	cogs_qa	( ( ( Hannah ) ) ( ( ( thinks ) ( ( that ) ( ( ( Noah ) ) ( ( heard ) ( ( a ) ( cat ) ) ) ) ) ) ( and ) ( ( freezes ) ( ( the ) ( box ) ) ) ) )
