A rose was helped by a dog .	( S ( NP ( Det A ) ( N rose ) ) ( VP ( AUX was ) ( V helped ) ( BY by ) ( NP ( Det a ) ( N dog ) ) ) )	in_distribution
The sailor dusted a boy .	( S ( NP ( Det The ) ( N sailor ) ) ( VP ( V dusted ) ( NP ( Det a ) ( N boy ) ) ) )	in_distribution
Emma rolled a teacher .	( S ( NP ( N Emma ) ) ( VP ( V rolled ) ( NP ( Det a ) ( N teacher ) ) ) )	in_distribution
Evelyn rolled the girl .	( S ( NP ( N Evelyn ) ) ( VP ( V rolled ) ( NP ( Det the ) ( N girl ) ) ) )	in_distribution
A cake was forwarded to Levi by Charlotte .	( S ( NP ( Det A ) ( N cake ) ) ( VP ( AUX was ) ( V forwarded ) ( PP ( P to ) ( NP ( N Levi ) ) ) ( BY by ) ( NP ( N Charlotte ) ) ) )	in_distribution
The captain ate .	( S ( NP ( Det The ) ( N captain ) ) ( VP ( V ate ) ) )	in_distribution
The girl needed to cook .	( S ( NP ( Det The ) ( N girl ) ) ( VP ( V needed ) ( INF to ) ( V cook ) ) )	in_distribution
A cake rolled .	( S ( VP ( NP ( Det A ) ( N cake ) ) ( V rolled ) ) )	in_distribution
The cookie was passed to Emma .	( S ( NP ( Det The ) ( N cookie ) ) ( VP ( AUX was ) ( V passed ) ( PP ( P to ) ( NP ( N Emma ) ) ) ) )	in_distribution
Emma ate the ring beside a bed .	( S ( NP ( N Emma ) ) ( VP ( V ate ) ( NP ( Det the ) ( N ring ) ( PP ( P beside ) ( NP ( Det a ) ( N bed ) ) ) ) ) )	in_distribution
A horse gave the cake beside a table to the mouse .	( S ( NP ( Det A ) ( N horse ) ) ( VP ( V gave ) ( NP ( Det the ) ( N cake ) ( PP ( P beside ) ( NP ( Det a ) ( N table ) ) ) ) ( PP ( P to ) ( NP ( Det the ) ( N mouse ) ) ) ) )	in_distribution
Amelia gave Emma a strawberry .	( S ( NP ( N Amelia ) ) ( VP ( V gave ) ( NP ( N Emma ) ) ( NP ( Det a ) ( N strawberry ) ) ) )	in_distribution
A cat disintegrated a girl .	( S ( NP ( Det A ) ( N cat ) ) ( VP ( V disintegrated ) ( NP ( Det a ) ( N girl ) ) ) )	in_distribution
Eleanor sold Evelyn the cake .	( S ( NP ( N Eleanor ) ) ( VP ( V sold ) ( NP ( N Evelyn ) ) ( NP ( Det the ) ( N cake ) ) ) )	in_distribution
The book was lended to Benjamin by a cat .	( S ( NP ( Det The ) ( N book ) ) ( VP ( AUX was ) ( V lended ) ( PP ( P to ) ( NP ( N Benjamin ) ) ) ( BY by ) ( NP ( Det a ) ( N cat ) ) ) )	in_distribution
The cake was frozen by the giraffe .	( S ( NP ( Det The ) ( N cake ) ) ( VP ( AUX was ) ( V frozen ) ( BY by ) ( NP ( Det the ) ( N giraffe ) ) ) )	in_distribution
The donut was studied .	( S ( NP ( Det The ) ( N donut ) ) ( VP ( AUX was ) ( V studied ) ) )	in_distribution
Isabella forwarded a box on a tree to Emma .	( S ( NP ( N Isabella ) ) ( VP ( V forwarded ) ( NP ( Det a ) ( N box ) ( PP ( P on ) ( NP ( Det a ) ( N tree ) ) ) ) ( PP ( P to ) ( NP ( N Emma ) ) ) ) )	in_distribution
A cake was stabbed by Scarlett .	( S ( NP ( Det A ) ( N cake ) ) ( VP ( AUX was ) ( V stabbed ) ( BY by ) ( NP ( N Scarlett ) ) ) )	in_distribution
A pencil was fed to Liam by the deer .	( S ( NP ( Det A ) ( N pencil ) ) ( VP ( AUX was ) ( V fed ) ( PP ( P to ) ( NP ( N Liam ) ) ) ( BY by ) ( NP ( Det the ) ( N deer ) ) ) )	in_distribution
The cake was eaten by Olivia .	( S ( NP ( Det The ) ( N cake ) ) ( VP ( AUX was ) ( V eaten ) ( BY by ) ( NP ( N Olivia ) ) ) )	in_distribution
The pen was offered to the girl by Emma .	( S ( NP ( Det The ) ( N pen ) ) ( VP ( AUX was ) ( V offered ) ( PP ( P to ) ( NP ( Det the ) ( N girl ) ) ) ( BY by ) ( NP ( N Emma ) ) ) )	in_distribution
Oliver crumpled .	( S ( VP ( NP ( N Oliver ) ) ( V crumpled ) ) )	in_distribution
A butterfly cleaned .	( S ( NP ( Det A ) ( N butterfly ) ) ( VP ( V cleaned ) ) )	in_distribution
The melon was lended to a girl .	( S ( NP ( Det The ) ( N melon ) ) ( VP ( AUX was ) ( V lended ) ( PP ( P to ) ( NP ( Det a ) ( N girl ) ) ) ) )	in_distribution
