The girl knew spokesmen beside a resident that were painted .	What is the theme of painted ?	spokesmen beside a resident	cogs_qa	( ( ( The ) ( girl ) ) ( ( knew ) ( ( ( ( spokesmen ) ) ( ( beside ) ( ( a ) ( resident ) ) ) ) ( ( that ) ( were ) ( painted ) ) ) ) )
The bird floated the drinks beside a sailor that were heard .	What is the theme of heard ?	the drinks beside a sailor	cogs_qa	( ( ( The ) ( bird ) ) ( ( floated ) ( ( ( ( the ) ( drinks ) ) ( ( beside ) ( ( a ) ( sailor ) ) ) ) ( ( that ) ( were ) ( heard ) ) ) ) )
Julian rolled turkeys beside a cake that were eaten .	What is the theme of eaten ?	turkeys beside a cake	cogs_qa	( ( ( Julian ) ) ( ( rolled ) ( ( ( ( turkeys ) ) ( ( beside ) ( ( a ) ( cake ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
The queen rolled boys beside the cake that were studied .	What is the theme of studied ?	boys beside the cake	cogs_qa	( ( ( The ) ( queen ) ) ( ( rolled ) ( ( ( ( boys ) ) ( ( beside ) ( ( the ) ( cake ) ) ) ) ( ( that ) ( were ) ( studied ) ) ) ) )
Ryan sketched cookies beside a teacher that were eaten .	What is the theme of eaten ?	cookies beside a teacher	cogs_qa	( ( ( Ryan ) ) ( ( sketched ) ( ( ( ( cookies ) ) ( ( beside ) ( ( a ) ( teacher ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
Emma liked the cats beside a boy that were eaten .	What is the theme of eaten ?	the cats beside a boy	cogs_qa	( ( ( Emma ) ) ( ( liked ) ( ( ( ( the ) ( cats ) ) ( ( beside ) ( ( a ) ( boy ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
Charlotte shortened the donuts beside the monkey that were painted .	What is the theme of painted ?	the donuts beside the monkey	cogs_qa	( ( ( Charlotte ) ) ( ( shortened ) ( ( ( ( the ) ( donuts ) ) ( ( beside ) ( ( the ) ( monkey ) ) ) ) ( ( that ) ( were ) ( painted ) ) ) ) )
John helped girls beside a cookie that were eaten .	What is the theme of eaten ?	girls beside a cookie	cogs_qa	( ( ( John ) ) ( ( helped ) ( ( ( ( girls ) ) ( ( beside ) ( ( a ) ( cookie ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
Carter poked the sandwiches beside a cake that were nursed .	What is the theme of nursed ?	the sandwiches beside a cake	cogs_qa	( ( ( Carter ) ) ( ( poked ) ( ( ( ( the ) ( sandwiches ) ) ( ( beside ) ( ( a ) ( cake ) ) ) ) ( ( that ) ( were ) ( nursed ) ) ) ) )
A father liked the babies beside the girl that were cooked .	What is the theme of cooked ?	the babies beside the girl	cogs_qa	( ( ( A ) ( father ) ) ( ( liked ) ( ( ( ( the ) ( babies ) ) ( ( beside ) ( ( the ) ( girl ) ) ) ) ( ( that ) ( were ) ( cooked ) ) ) ) )
A cat rolled dogs beside a sailor that were painted .	What is the theme of painted ?	dogs beside a sailor	cogs_qa	( ( ( A ) ( cat ) ) ( ( rolled ) ( ( ( ( dogs ) ) ( ( beside ) ( ( a ) ( sailor ) ) ) ) ( ( that ) ( were ) ( painted ) ) ) ) )
The soldier ate girls beside a button that were heard .	What is the theme of heard ?	girls beside a button	cogs_qa	( ( ( The ) ( soldier ) ) ( ( ate ) ( ( ( ( girls ) ) ( ( beside ) ( ( a ) ( button ) ) ) ) ( ( that ) ( were ) ( heard ) ) ) ) )
The student helped the coins beside a cat that were cleaned .	What is the theme of cleaned ?	the coins beside a cat	cogs_qa	( ( ( The ) ( student ) ) ( ( helped ) ( ( ( ( the ) ( coins ) ) ( ( beside ) ( ( a ) ( cat ) ) ) ) ( ( that ) ( were ) ( cleaned ) ) ) ) )
The dog worshipped pupils beside the cake that were drawn .	What is the theme of drawn ?	pupils beside the cake	cogs_qa	( ( ( The ) ( dog ) ) ( ( worshipped ) ( ( ( ( pupils ) ) ( ( beside ) ( ( the ) ( cake ) ) ) ) ( ( that ) ( were ) ( drawn ) ) ) ) )
A boy ate roses beside a cookie that were seen .	What is the theme of seen ?	roses beside a cookie	cogs_qa	( ( ( A ) ( boy ) ) ( ( ate ) ( ( ( ( roses ) ) ( ( beside ) ( ( a ) ( cookie ) ) ) ) ( ( that ) ( were ) ( seen ) ) ) ) )
The dog rolled girls beside the basket that were cooked .	What is the theme of cooked ?	girls beside the basket	cogs_qa	( ( ( The ) ( dog ) ) ( ( rolled ) ( ( ( ( girls ) ) ( ( beside ) ( ( the ) ( basket ) ) ) ) ( ( that ) ( were ) ( cooked ) ) ) ) )
Emma dusted girls beside a donut that were eaten .	What is the theme of eaten ?	girls beside a donut	cogs_qa	( ( ( Emma ) ) ( ( dusted ) ( ( ( ( girls ) ) ( ( beside ) ( ( a ) ( donut ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
The penguin liked the girls beside the teacher that were eaten .	What is the theme of eaten ?	the girls beside the teacher	cogs_qa	( ( ( The ) ( penguin ) ) ( ( liked ) ( ( ( ( the ) ( girls ) ) ( ( beside ) ( ( the ) ( teacher ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
William burned donuts beside a child that were eaten .	What is the theme of eaten ?	donuts beside a child	cogs_qa	( ( ( William ) ) ( ( burned ) ( ( ( ( donuts ) ) ( ( beside ) ( ( a ) ( child ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
The boy poked flags beside a girl that were eaten .	What is the theme of eaten ?	flags beside a girl	cogs_qa	( ( ( The ) ( boy ) ) ( ( poked ) ( ( ( ( flags ) ) ( ( beside ) ( ( a ) ( girl ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
