Oliver liked creatures beside a crayon that was nursed .	What is the theme of nursed ?	a crayon	cogs_qa	( ( ( Oliver ) ) ( ( liked ) ( ( ( creatures ) ) ( ( beside ) ( ( ( a ) ( crayon ) ) ( ( that ) ( was ) ( nursed ) ) ) ) ) ) )
The boy heard the boxes beside the scarf that was dusted .	What is the theme of dusted ?	the scarf	cogs_qa	( ( ( The ) ( boy ) ) ( ( heard ) ( ( ( the ) ( boxes ) ) ( ( beside ) ( ( ( the ) ( scarf ) ) ( ( that ) ( was ) ( dusted ) ) ) ) ) ) )
Emma admired the children beside the cat that was observed .	What is the theme of observed ?	the cat	cogs_qa	( ( ( Emma ) ) ( ( admired ) ( ( ( the ) ( children ) ) ( ( beside ) ( ( ( the ) ( cat ) ) ( ( that ) ( was ) ( observed ) ) ) ) ) ) )
A girl stabbed the shells beside the professor that was cooked .	What is the theme of cooked ?	the professor	cogs_qa	( ( ( A ) ( girl ) ) ( ( stabbed ) ( ( ( the ) ( shells ) ) ( ( beside ) ( ( ( the ) ( professor ) ) ( ( that ) ( was ) ( cooked ) ) ) ) ) ) )
Emma pierced donuts beside a pillow that was eaten .	What is the theme of eaten ?	a pillow	cogs_qa	( ( ( Emma ) ) ( ( pierced ) ( ( ( donuts ) ) ( ( beside ) ( ( ( a ) ( pillow ) ) ( ( that ) ( was ) ( eaten ) ) ) ) ) ) )
A child shortened the pizzas beside a cake that was eaten .	What is the theme of eaten ?	a cake	cogs_qa	( ( ( A ) ( child ) ) ( ( shortened ) ( ( ( the ) ( pizzas ) ) ( ( beside ) ( ( ( a ) ( cake ) ) ( ( that ) ( was ) ( eaten ) ) ) ) ) ) )
Emma hunted babies beside the cookie that was studied .	What is the theme of studied ?	the cookie	cogs_qa	( ( ( Emma ) ) ( ( hunted ) ( ( ( babies ) ) ( ( beside ) ( ( ( the ) ( cookie ) ) ( ( that ) ( was ) ( studied ) ) ) ) ) ) )
The chief collapsed monkeys beside the cat that was eaten .	What is the theme of eaten ?	the cat	cogs_qa	( ( ( The ) ( chief ) ) ( ( collapsed ) ( ( ( monkeys ) ) ( ( beside ) ( ( ( the ) ( cat ) ) ( ( that ) ( was ) ( eaten ) ) ) ) ) ) )
The giraffe helped the mice beside a baby that was packed .	What is the theme of packed ?	a baby	cogs_qa	( ( ( The ) ( giraffe ) ) ( ( helped ) ( ( ( the ) ( mice ) ) ( ( beside ) ( ( ( a ) ( baby ) ) ( ( that ) ( was ) ( packed ) ) ) ) ) ) )
David packed cakes beside a rose that was eaten .	What is the theme of eaten ?	a rose	cogs_qa	( ( ( David ) ) ( ( packed ) ( ( ( cakes ) ) ( ( beside ) ( ( ( a ) ( rose ) ) ( ( that ) ( was ) ( eaten ) ) ) ) ) ) )
