The zebra shortened a girl beside donuts that was drawn .	What is the theme of drawn ?	a girl beside donuts	cogs_qa	( ( ( The ) ( zebra ) ) ( ( shortened ) ( ( ( ( a ) ( girl ) ) ( ( beside ) ( ( donuts ) ) ) ) ( ( that ) ( was ) ( drawn ) ) ) ) )
Noah doubled a kitty beside the girls that was eaten .	What is the theme of eaten ?	a kitty beside the girls	cogs_qa	( ( ( Noah ) ) ( ( doubled ) ( ( ( ( a ) ( kitty ) ) ( ( beside ) ( ( the ) ( girls ) ) ) ) ( ( that ) ( was ) ( eaten ) ) ) ) )
William loved a prisoner beside cookies that was eaten .	What is the theme of eaten ?	a prisoner beside cookies	cogs_qa	( ( ( William ) ) ( ( loved ) ( ( ( ( a ) ( prisoner ) ) ( ( beside ) ( ( cookies ) ) ) ) ( ( that ) ( was ) ( eaten ) ) ) ) )
Olivia dusted the pen beside the cookies that was sketched .	What is the theme of sketched ?	the pen beside the cookies	cogs_qa	( ( ( Olivia ) ) ( ( dusted ) ( ( ( ( the ) ( pen ) ) ( ( beside ) ( ( the ) ( cookies ) ) ) ) ( ( that ) ( was ) ( sketched ) ) ) ) )
Oliver inflated donuts beside a cake that were known .	What is the theme of known ?	donuts beside a cake	cogs_qa	( ( ( Oliver ) ) ( ( inflated ) ( ( ( ( donuts ) ) ( ( beside ) ( ( a ) ( cake ) ) ) ) ( ( that ) ( were ) ( known ) ) ) ) )
Aurora admired a girl beside the cakes that was hunted .	What is the theme of hunted ?	a girl beside the cakes	cogs_qa	( ( ( Aurora ) ) ( ( admired ) ( ( ( ( a ) ( girl ) ) ( ( beside ) ( ( the ) ( cakes ) ) ) ) ( ( that ) ( was ) ( hunted ) ) ) ) )
A girl touched a drink beside the sandwiches that were eaten .	What is the theme of eaten ?	the sandwiches	cogs_qa	( ( ( A ) ( girl ) ) ( ( touched ) ( ( ( a ) ( drink ) ) ( ( beside ) ( ( ( the ) ( sandwiches ) ) ( ( that ) ( were ) ( eaten ) ) ) ) ) ) )
Isabella missed a baby beside girls that was eaten .	What is the theme of eaten ?	a baby beside girls	cogs_qa	( ( ( Isabella ) ) ( ( missed ) ( ( ( ( a ) ( baby ) ) ( ( beside ) ( ( girls ) ) ) ) ( ( that ) ( was ) ( eaten ) ) ) ) )
The baby noticed the balloons beside the cake that were cooked .	What is the theme of cooked ?	the balloons beside the cake	cogs_qa	( ( ( The ) ( baby ) ) ( ( noticed ) ( ( ( ( the ) ( balloons ) ) ( ( beside ) ( ( the ) ( cake ) ) ) ) ( ( that ) ( were ) ( cooked ) ) ) ) )
The queen studied the sandwich beside girls that were eaten .	What is the theme of eaten ?	girls	cogs_qa	( ( ( The ) ( queen ) ) ( ( studied ) ( ( ( the ) ( sandwich ) ) ( ( beside ) ( ( ( girls ) ) ( ( that ) ( were ) ( eaten ) ) ) ) ) ) )
Emma drew a dog beside crayons that was eaten .	What is the theme of eaten ?	a dog beside crayons	cogs_qa	( ( ( Emma ) ) ( ( drew ) ( ( ( ( a ) ( dog ) ) ( ( beside ) ( ( crayons ) ) ) ) ( ( that ) ( was ) ( eaten ) ) ) ) )
William found the cake beside the donkeys that were drawn .	What is the theme of drawn ?	the donkeys	cogs_qa	( ( ( William ) ) ( ( found ) ( ( ( the ) ( cake ) ) ( ( beside ) ( ( ( the ) ( donkeys ) ) ( ( that ) ( were ) ( drawn ) ) ) ) ) ) )
The child poked the donut beside the blocks that was called .	What is the theme of called ?	the donut beside the blocks	cogs_qa	( ( ( The ) ( child ) ) ( ( poked ) ( ( ( ( the ) ( donut ) ) ( ( beside ) ( ( the ) ( blocks ) ) ) ) ( ( that ) ( was ) ( called ) ) ) ) )
The girl knew spokesmen beside a resident that were painted .	What is the theme of painted ?	spokesmen beside a resident	cogs_qa	( ( ( The ) ( girl ) ) ( ( knew ) ( ( ( ( spokesmen ) ) ( ( beside ) ( ( a ) ( resident ) ) ) ) ( ( that ) ( were ) ( painted ) ) ) ) )
The bee helped the guard beside the girls that were eaten .	What is the theme of eaten ?	the girls	cogs_qa	( ( ( The ) ( bee ) ) ( ( helped ) ( ( ( the ) ( guard ) ) ( ( beside ) ( ( ( the ) ( girls ) ) ( ( that ) ( were ) ( eaten ) ) ) ) ) ) )
The dog split a penguin beside the cats that were dusted .	What is the theme of dusted ?	the cats	cogs_qa	( ( ( The ) ( dog ) ) ( ( split ) ( ( ( a ) ( penguin ) ) ( ( beside ) ( ( ( the ) ( cats ) ) ( ( that ) ( were ) ( dusted ) ) ) ) ) ) )
The girl grew the donut beside the shirts that were drawn .	What is the theme of drawn ?	the shirts	cogs_qa	( ( ( The ) ( girl ) ) ( ( grew ) ( ( ( the ) ( donut ) ) ( ( beside ) ( ( ( the ) ( shirts ) ) ( ( that ) ( were ) ( drawn ) ) ) ) ) ) )
Zoe ate the dog beside donuts that were drawn .	What is the theme of drawn ?	donuts	cogs_qa	( ( ( Zoe ) ) ( ( ate ) ( ( ( the ) ( dog ) ) ( ( beside ) ( ( ( donuts ) ) ( ( that ) ( were ) ( drawn ) ) ) ) ) ) )
A girl rolled plates beside a dog that were drawn .	What is the theme of drawn ?	plates beside a dog	cogs_qa	( ( ( A ) ( girl ) ) ( ( rolled ) ( ( ( ( plates ) ) ( ( beside ) ( ( a ) ( dog ) ) ) ) ( ( that ) ( were ) ( drawn ) ) ) ) )
Noah cleaned a cat beside the donuts that were painted .	What is the theme of painted ?	the donuts	cogs_qa	( ( ( Noah ) ) ( ( cleaned ) ( ( ( a ) ( cat ) ) ( ( beside ) ( ( ( the ) ( donuts ) ) ( ( that ) ( were ) ( painted ) ) ) ) ) ) )
James observed the baby beside flies that was painted .	What is the theme of painted ?	the baby beside flies	cogs_qa	( ( ( James ) ) ( ( observed ) ( ( ( ( the ) ( baby ) ) ( ( beside ) ( ( flies ) ) ) ) ( ( that ) ( was ) ( painted ) ) ) ) )
The lawyer hunted a student beside girls that were cooked .	What is the theme of cooked ?	girls	cogs_qa	( ( ( The ) ( lawyer ) ) ( ( hunted ) ( ( ( a ) ( student ) ) ( ( beside ) ( ( ( girls ) ) ( ( that ) ( were ) ( cooked ) ) ) ) ) ) )
Elijah heard the melon beside crocodiles that were eaten .	What is the theme of eaten ?	crocodiles	cogs_qa	( ( ( Elijah ) ) ( ( heard ) ( ( ( the ) ( melon ) ) ( ( beside ) ( ( ( crocodiles ) ) ( ( that ) ( were ) ( eaten ) ) ) ) ) ) )
Emma dusted a dog beside blocks that were eaten .	What is the theme of eaten ?	blocks	cogs_qa	( ( ( Emma ) ) ( ( dusted ) ( ( ( a ) ( dog ) ) ( ( beside ) ( ( ( blocks ) ) ( ( that ) ( were ) ( eaten ) ) ) ) ) ) )
Emma froze a cake beside students that were painted .	What is the theme of painted ?	students	cogs_qa	( ( ( Emma ) ) ( ( froze ) ( ( ( a ) ( cake ) ) ( ( beside ) ( ( ( students ) ) ( ( that ) ( were ) ( painted ) ) ) ) ) ) )
Emma loved boys beside a girl that were eaten .	What is the theme of eaten ?	boys beside a girl	cogs_qa	( ( ( Emma ) ) ( ( loved ) ( ( ( ( boys ) ) ( ( beside ) ( ( a ) ( girl ) ) ) ) ( ( that ) ( were ) ( eaten ) ) ) ) )
Emma painted the cookie beside drinks that were investigated .	What is the theme of investigated ?	drinks	cogs_qa	( ( ( Emma ) ) ( ( painted ) ( ( ( the ) ( cookie ) ) ( ( beside ) ( ( ( drinks ) ) ( ( that ) ( were ) ( investigated ) ) ) ) ) ) )
Emma broke a girl beside professors that was painted .	What is the theme of painted ?	a girl beside professors	cogs_qa	( ( ( Emma ) ) ( ( broke ) ( ( ( ( a ) ( girl ) ) ( ( beside ) ( ( professors ) ) ) ) ( ( that ) ( was ) ( painted ) ) ) ) )
A cat rolled a cake beside the girls that were drawn .	What is the theme of drawn ?	the girls	cogs_qa	( ( ( A ) ( cat ) ) ( ( rolled ) ( ( ( a ) ( cake ) ) ( ( beside ) ( ( ( the ) ( girls ) ) ( ( that ) ( were ) ( drawn ) ) ) ) ) ) )
